PokedexNumber,Name,PrimaryType,SecondaryType,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,HighestStat,HighestStatValue,EvolutionStage,Color,Height,Weight,DexEntry,Generation
931,Squawkabilly-Green-Plumage,Normal,Flying,82,96,51,45,51,92,Attack,96,1,Green,6,24,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.",9
932,Nacli,Rock,None,55,55,75,35,35,25,Defense,75,1,Brown,4,160,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.",9
933,Naclstack,Rock,None,60,60,100,35,65,35,Defense,100,2,Brown,6,1050,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.,9
934,Garganacl,Rock,None,100,100,130,45,90,35,Defense,130,3,Brown,23,2400,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.,9
935,Charcadet,Fire,None,40,50,40,50,40,35,Attack,50,1,Red,6,105,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.",9
936,Armarouge,Fire,Psychic,85,60,100,125,80,75,Special Attack,125,2,Red,15,850,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.,9
937,Ceruledge,Fire,Ghost,75,125,80,60,100,85,Attack,125,2,Blue,16,620,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.,9
938,Tadbulb,Electric,None,61,31,41,59,35,45,Hp,61,1,Yellow,3,4,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies.",9
939,Bellibolt,Electric,None,109,64,91,103,83,45,Hp,109,2,Green,12,1130,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity.",9
940,Wattrel,Electric,Flying,40,40,35,55,40,70,Speed,70,1,Black,4,36,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them.",9
941,Kilowattrel,Electric,Flying,70,70,60,105,60,125,Speed,125,2,Yellow,14,386,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day.",9
942,Maschiff,Dark,None,60,78,60,40,51,51,Attack,78,1,Brown,5,160,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face.",9
943,Mabosstiff,Dark,None,80,120,90,60,70,85,Attack,120,2,Gray,11,610,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.,9
944,Shroodle,Poison,Normal,40,65,35,40,35,75,Speed,75,1,Gray,2,7,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire.",9
945,Grafaiai,Poison,Normal,63,95,65,80,72,110,Speed,110,2,Gray,7,272,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.,9
946,Bramblin,Grass,Ghost,40,65,30,45,35,60,Attack,65,1,Brown,6,6,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.,9
947,Brambleghast,Grass,Ghost,55,115,70,80,70,90,Attack,115,2,Brown,12,60,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it.",9
948,Toedscool,Ground,Grass,40,40,35,50,100,70,Special Defense,100,1,Yellow,9,330,Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.,9
949,Toedscruel,Ground,Grass,80,70,65,80,120,100,Special Defense,120,2,Black,19,580,These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.,9
950,Klawf,Rock,None,70,100,115,35,55,75,Defense,115,1,Red,13,790,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head.",9
951,Capsakid,Grass,None,50,62,40,62,40,50,Attack,62,1,Green,3,30,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become.",9
952,Scovillain,Grass,Fire,65,108,65,108,65,75,Attack,108,2,Green,9,150,The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.,9
953,Rellor,Bug,None,41,50,60,31,58,30,Defense,60,1,Brown,2,10,This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.,9
954,Rabsca,Bug,Psychic,75,50,85,115,100,45,Special Attack,115,2,Green,3,35,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball.",9
955,Flittle,Psychic,None,30,35,30,55,30,75,Speed,75,1,Yellow,2,15,Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.,9
956,Espathra,Psychic,None,95,60,60,101,60,105,Speed,105,2,Yellow,19,900,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament.",9
957,Tinkatink,Fairy,Steel,50,45,45,35,64,58,Special Defense,64,1,Pink,4,89,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal.",9
958,Tinkatuff,Fairy,Steel,65,55,55,45,82,78,Special Defense,82,2,Pink,7,591,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer.",9
959,Tinkaton,Fairy,Steel,85,75,77,70,105,94,Special Defense,105,3,Pink,7,1128,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight.",9
960,Wiglett,Water,None,10,55,25,35,25,95,Speed,95,1,White,12,18,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.,9
961,Wugtrio,Water,None,35,100,50,50,70,120,Speed,120,2,Red,12,54,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den.",9
962,Bombirdier,Flying,Dark,70,103,85,60,85,82,Attack,103,1,White,15,429,"It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun.",9
963,Finizen,Water,None,70,45,40,45,40,75,Speed,75,1,Blue,13,602,It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.,9
964,Palafin-Zero,Water,None,100,70,72,53,62,100,Hp,100,2,Blue,13,602,This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.,9
965,Varoom,Steel,Poison,45,70,63,30,45,47,Attack,70,1,Gray,10,350,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.,9
966,Revavroom,Steel,Poison,80,119,90,54,67,90,Attack,119,2,Gray,18,1200,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy.,9
967,Cyclizar,Dragon,Normal,70,95,65,85,65,121,Speed,121,1,Green,16,630,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals.",9
968,Orthworm,Steel,None,70,85,145,60,55,65,Defense,145,1,Pink,25,3100,"When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches.",9
969,Glimmet,Rock,Poison,48,35,42,105,60,60,Special Attack,105,1,Blue,7,80,It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison.,9
970,Glimmora,Rock,Poison,83,55,90,130,81,86,Special Attack,130,2,Blue,15,450,"When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body.",9
971,Greavard,Ghost,None,50,61,60,30,55,34,Attack,61,1,White,6,350,It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.,9
972,Houndstone,Ghost,None,72,101,100,50,97,68,Attack,101,2,White,20,150,"Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master.",9
973,Flamigo,Flying,Fighting,82,115,74,75,64,90,Attack,115,1,Pink,16,370,This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.,9
974,Cetoddle,Ice,None,108,68,45,30,40,43,Hp,108,1,White,12,450,This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.,9
975,Cetitan,Ice,None,170,113,65,45,55,73,Hp,170,2,White,45,7000,"This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin.",9
976,Veluza,Water,Psychic,90,102,73,78,65,70,Attack,102,1,Gray,25,900,"When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor.",9
977,Dondozo,Water,None,150,100,115,65,65,35,Hp,150,1,Blue,120,2200,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey.",9
978,Tatsugiri-Curly,Dragon,Water,68,50,60,120,95,82,Special Attack,120,1,Pink,3,80,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.,9
979,Annihilape,Fighting,Ghost,110,115,80,50,90,90,Attack,115,3,Gray,12,560,"When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body.",9
980,Clodsire,Poison,Ground,130,75,60,45,100,20,Hp,130,2,Brown,18,2230,"When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line.",9
981,Farigiraf,Normal,Psychic,120,90,70,110,70,60,Hp,120,2,Brown,32,1600,"Now that the brain waves from the head and tail are synced up, the psychic power of this Pokémon is 10 times stronger than Girafarig’s.",9
982,Dudunsparce-Two-Segment,Normal,None,125,100,80,85,75,55,Hp,125,2,Yellow,36,392,This Pokémon uses its hard tail to make its nest by boring holes into bedrock deep underground. The nest can reach lengths of over six miles.,9
983,Kingambit,Dark,Steel,100,135,120,60,85,50,Attack,135,3,Black,20,1200,Only a Bisharp that stands above all others in its vast army can evolve into Kingambit.,9
984,Great-Tusk,Ground,Fighting,115,131,131,53,53,87,Attack,131,1,Purple,22,3200,Sightings of this Pokémon have occurred in recent years. The name Great Tusk was taken from a creature listed in a certain book.,9
985,Scream-Tail,Fairy,Psychic,115,65,99,65,115,111,Hp,115,1,Pink,12,80,There has been only one reported sighting of this Pokémon. It resembles a mysterious creature depicted in an old expedition journal.,9
986,Brute-Bonnet,Grass,Dark,111,127,99,79,99,55,Attack,127,1,Gray,12,210,It is possible that the creature listed as Brute Bonnet in a certain book could actually be this Pokémon.,9
987,Flutter-Mane,Ghost,Fairy,55,55,55,135,135,135,Special Attack,135,1,Gray,14,40,"This Pokémon has characteristics similar to those of Flutter Mane, a creature mentioned in a certain book.",9
988,Slither-Wing,Bug,Fighting,85,135,79,85,105,81,Attack,135,1,Red,32,920,This mysterious Pokémon has some similarities to a creature that an old book introduced as Slither Wing.,9
989,Sandy-Shocks,Electric,Ground,85,81,97,121,85,101,Special Attack,121,1,Gray,23,600,"It slightly resembles a Magneton that lived for 10,000 years and was featured in an article in a paranormal magazine.",9
990,Iron-Treads,Ground,Steel,90,112,120,72,70,106,Defense,120,1,Gray,9,2400,This Pokémon closely resembles a scientific weapon that a paranormal magazine claimed was sent to this planet by aliens.,9
991,Iron-Bundle,Ice,Water,56,80,114,124,60,136,Speed,136,1,Red,6,110,Its shape is similar to a robot featured in a paranormal magazine article. The robot was said to have been created by an ancient civilization.,9
992,Iron-Hands,Fighting,Electric,154,140,108,50,68,50,Hp,154,1,Gray,18,3807,It is very similar to a cyborg covered exclusively by a paranormal magazine. The cyborg was said to be the modified form of a certain athlete.,9
993,Iron-Jugulis,Dark,Flying,94,80,86,122,80,108,Special Attack,122,1,Blue,13,1110,"It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot.",9
994,Iron-Moth,Fire,Poison,80,70,60,140,110,110,Special Attack,140,1,Yellow,12,360,This Pokémon resembles an unknown object described in a paranormal magazine as a UFO sent to observe humanity.,9
995,Iron-Thorns,Rock,Electric,100,134,110,70,84,72,Attack,134,1,Green,16,3030,It has some similarities to a Pokémon introduced in a dubious magazine as a Tyranitar from one billion years into the future.,9
996,Frigibax,Dragon,Ice,65,75,45,35,45,55,Attack,75,1,Gray,5,170,"Frigibax absorbs heat through its dorsal fin and converts the heat into ice energy. The higher the temperature, the more energy Frigibax stores.",9
997,Arctibax,Dragon,Ice,90,95,66,45,65,62,Attack,95,2,Gray,8,300,"Arctibax freezes the air around it, protecting its face with an ice mask and turning its dorsal fin into a blade of ice.",9
998,Baxcalibur,Dragon,Ice,115,145,92,75,86,87,Attack,145,3,Gray,21,2100,This Pokémon blasts cryogenic air out from its mouth. This air can instantly freeze even liquid-hot lava.,9
999,Gimmighoul,Ghost,None,45,30,70,75,70,10,Special Attack,75,1,Brown,3,50,"This Pokémon was born inside a treasure chest about 1,500 years ago. It sucks the life-force out of scoundrels who try to steal the treasure.",9
